"V17","V30","V3","V21","V22","V24","V25","V1","V15","V13","V2","V16","V29","V11","V27","V23","V6","V4","V28","V18","V7","V9","V26","V10","V8","V5","V12","V20","V14","V19"
0.916018062736839,0,0.913710964843631,0.737283812137321,0,0,0,0,0,0,0,0,0.702435704646632,0,0,0,0.961553275352344,0,0.911889425944537,0.850055342772976,0.89474075101316,0,0,0,0,0,0,0.894755152985454,0.939971460960805,0.977166017517447
0,0.716660636011511,0.988808509195223,0.752541143447161,0,0,0,0.841746223624796,0,0.705912620993331,0,0,0.822616044199094,0,0,0,0,0.790914088021964,0.831187017960474,0,0,0,0,0,0,0.974653967190534,0,0,0,0.890597868245095
0.848793394397944,0,0,0,0,0.906463067047298,0,0,0,0.748451185645536,0.891611465718597,0.812633853172883,0,0,0.79418984754011,0.773623468121514,0,0,0,0.781860003713518,0,0.998923882376403,0,0,0,0,0,0,0.884556270204484,0
0,0,0,0,0.777357275597751,0.817521264776587,0,0.724405892658979,0.980692838085815,0,0,0.869974894216284,0,0.915360727114603,0,0,0,0.7654377091676,0.779243919067085,0.73118242691271,0.730655817780644,0,0,0,0,0.980476663913578,0,0,0,0
0,0,0.805417287861928,0,0.799816126236692,0,0,0.949040221050382,0.943310894072056,0.971319034229964,0,0,0,0,0,0,0,0,0.943855438614264,0,0.754257221473381,0.834790505468845,0,0.887360026361421,0,0,0,0.742029909510165,0.959983518812805,0
0.823015693807974,0,0,0,0.899562195409089,0,0.828659916063771,0.83080641226843,0.869689288316295,0.710492335725576,0,0,0,0.884520444553345,0.773614717414603,0,0,0,0,0,0,0,0,0.98825935088098,0,0,0,0.788900741841644,0,0
0,0,0.971789465518668,0,0,0,0.809155202936381,0,0.978401286993176,0,0,0,0,0.857720649335533,0,0,0.77999979769811,0.701289142947644,0,0,0.957943279761821,0,0,0,0,0,0,0.798387698363513,0,0
0,0.743100904859602,0,0,0,0,0,0.906092151300982,0,0,0,0,0,0.987781226402149,0,0,0,0,0,0,0,0.71582188596949,0.740180441178381,0.919092266587541,0,0,0.931250903522596,0,0,0
0,0,0,0.92539881542325,0,0.863103540614247,0,0.813574214931577,0,0,0,0,0,0.938133640680462,0.883744721766561,0.803478643298149,0,0,0.878471426898614,0,0,0.969518254511058,0,0,0.781247321981937,0,0,0,0.930166186299175,0
0,0,0,0,0,0,0.722358567174524,0,0,0,0,0,0,0.718590733129531,0,0,0.943460653303191,0,0,0,0.909494666615501,0,0.742824901593849,0,0,0,0,0,0,0.870412566233426
0,0.821369642857462,0,0.993053989252076,0,0.797483467496932,0,0.76170240319334,0,0,0,0,0,0,0.798496818868443,0.943631790811196,0.752092257607728,0.809382772771642,0,0,0,0.880331017775461,0,0,0.969472549157217,0,0,0.960490948986262,0,0
0,0.9188193064183,0,0.925401290180162,0,0.819848055252805,0,0.95406877505593,0.851547957165167,0,0,0.90079862321727,0.904502200661227,0.848587938118726,0,0.716666106833145,0,0,0,0,0,0,0,0,0,0,0,0,0.785094481427222,0
0.707178537501022,0.940520902629942,0,0,0,0.709558740956709,0,0.96220462443307,0,0,0.723374933004379,0,0.746998545946553,0.864211200736463,0,0,0,0.975632399087772,0,0,0,0,0,0,0,0,0.953774427296594,0,0,0
