"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0,0.90421772073023,0,0,0.875641986960545,0,0,0.740551948081702,0,0,0.881069106515497,0.880707320058718,0,0,0,0,0,0.997021736809984,0.770918973721564,0,0,0.988180336309597,0.838992339326069,0,0.739737266208977,0,0,0.721386113902554,0,0.729708646191284
0,0,0,0,0,0,0,0,0,0,0.813416916178539,0,0,0,0,0,0,0,0,0.87387121305801,0,0,0,0,0,0.976164305116981,0,0,0,0
0,0,0,0.956104083219543,0.896288546733558,0,0,0.729575799545273,0,0,0.889253792352974,0,0,0.725958425318822,0,0,0,0.852547787828371,0.921615442959592,0,0,0,0,0.787958446191624,0.982690848177299,0.745458331424743,0,0,0,0
0,0.816289079375565,0,0,0.809519769158214,0.809235938359052,0.904205126455054,0,0,0,0,0,0,0,0,0,0,0.794759758515283,0,0,0,0,0.858376489020884,0,0,0,0,0.767896598903462,0,0.836546939099208
0.985737090697512,0.898476220667362,0,0.765387396328151,0.758230992825702,0,0,0,0.845935948425904,0,0,0.730977848405018,0,0.888099080650136,0,0.936040343251079,0.789856732357293,0.820688596460968,0.894653726136312,0,0.866758643882349,0.778614685172215,0.874852198641747,0,0.820632881252095,0,0.8178314154502,0,0.866390476701781,0.727507933974266
0,0.966496397741139,0.932653341908008,0,0.805500210495666,0,0,0.904899303801358,0,0,0.811994790565223,0,0,0,0,0.800159156788141,0,0.877223567804322,0,0,0,0,0,0.963165655033663,0,0,0,0,0,0.799588048132136
0,0,0.888492583297193,0,0,0,0,0.938692790223286,0,0,0,0,0,0,0,0,0,0,0.982523635961115,0,0.834847335936502,0,0,0,0,0,0,0.716234200634062,0.70413311268203,0
0,0.720079496502876,0.878540561068803,0,0,0.784650578629225,0.873962532263249,0.967275375733152,0,0,0.96625686599873,0,0,0.827733962796628,0,0,0,0,0,0,0,0.984301420859993,0,0,0.703055805526674,0,0,0,0.771361762657762,0.804288978222758
0.996703693876043,0.774058624170721,0,0,0,0,0.721579354256392,0,0.791721761226654,0,0,0.766643930226564,0.886797612998635,0,0,0,0,0,0.761244841618463,0,0.895646480610594,0,0,0,0.839557711035013,0,0.87800384638831,0,0,0
0.906021320261061,0,0.741453797090799,0.736253970069811,0,0.731619958998635,0,0,0,0,0,0,0.861526546999812,0.951310817385092,0,0,0,0.79816279374063,0.803365579340607,0,0,0.749926335178316,0.970896028215066,0,0,0,0.782795995939523,0,0,0
0.988739144057035,0.722989341476932,0,0,0,0,0,0.865083527052775,0.806800933554769,0,0,0.907266899710521,0,0,0.829836969031021,0,0,0,0,0,0.962157237110659,0,0,0,0,0.818083536345512,0,0,0,0
0,0,0,0,0.71901514264755,0.714831268647686,0.866327894618735,0,0,0.723981389775872,0.944187226705253,0,0,0,0,0,0,0,0,0.88509397348389,0,0.826806713594124,0,0,0,0.788548744982108,0,0,0.947734751505777,0
0,0,0,0,0,0,0,0.837140261661261,0,0,0.771144985221326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894023504341021,0,0,0
0,0,0.762142731109634,0.78932050592266,0.924299746984616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707308516604826,0.884073181077838,0,0,0.788574334233999,0,0,0,0,0,0,0
0.971024412894621,0,0,0,0,0.721490374067798,0,0,0.871774436207488,0,0.851337402127683,0,0,0.891117295483127,0,0,0,0.909809557488188,0,0,0.745329152792692,0,0,0.988491631811485,0.792704240651801,0,0.925123085035011,0,0.791096304310486,0
0,0,0,0.832688440103084,0.967109257588163,0.978518000338227,0,0,0,0,0,0,0.87025648006238,0.78773154085502,0,0,0,0,0,0,0,0,0,0,0,0,0.740500106476247,0,0,0.92785186576657
