"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0,0,0,0,0,0,0.968376541510224,0,0.876641637180001,0,0.753824517130852,0,0.928963695419952,0.859981163637713,0,0,0,0,0,0,0.711025799158961,0,0,0,0.894696365809068,0,0.841115596238524,0,0,0
0,0,0.800828292965889,0,0,0,0,0,0,0.992634881753474,0.765601278049871,0,0.982661150861531,0,0,0.914801147999242,0,0,0,0,0,0,0.934576929546893,0,0.981372836511582,0,0,0.700757522135973,0,0.848944338504225
0,0.875936153111979,0,0,0.84826168208383,0.73621234530583,0,0,0.825826848391443,0,0,0,0,0,0.854193198727444,0.758737852564082,0,0,0,0.963485285872594,0.904354662867263,0,0.893831028603017,0.708447937155142,0,0,0,0,0.965216997545213,0
0,0,0,0.722191906766966,0.949413982918486,0,0,0.707815602654591,0,0.750776758650318,0,0,0.849512005224824,0.884625980863348,0,0,0,0,0,0.824111241148785,0,0,0,0,0,0,0.727792606456205,0,0.955329523887485,0.946932041319087
0.927812252193689,0,0,0.75164005998522,0.826355824479833,0,0.762902433983982,0,0.974932414945215,0,0,0,0.881632552715018,0.899334973655641,0,0.813370917923748,0,0,0.722001602640375,0,0,0.844251862028614,0,0,0,0,0,0,0,0
0,0,0,0,0,0.979553212411702,0,0,0,0,0.745849618921056,0.838356053223833,0,0,0,0,0,0,0,0.806942105991766,0,0,0,0.921995689161122,0.888359599746764,0,0.866627961862832,0,0,0
0,0,0.920169606339186,0,0,0,0,0,0,0,0.977267595473677,0,0,0,0.909451548941433,0,0,0,0.732597623020411,0,0,0.917911767959595,0,0,0.70800568908453,0.834260659758002,0,0,0,0
0,0.959312873426825,0,0.834352252539247,0,0,0,0.926722380332649,0.798260435229167,0,0.957774061709642,0,0,0,0.915153973503038,0.799788375152275,0,0.906184578314424,0,0,0.905708306003362,0,0.989108863752335,0,0.764788546133786,0,0,0,0,0.76160076726228
0,0,0.870288668200374,0.809392158174887,0,0,0.739727437729016,0.797455504070967,0.925947235431522,0,0,0,0.933289026143029,0,0.909802644047886,0,0.81177665037103,0,0.860605634748936,0.820323778083548,0,0,0,0.761830898933113,0,0,0.716984322760254,0,0,0
0,0,0,0.718526215525344,0,0.887870944337919,0,0.917275390587747,0.98698028549552,0,0,0,0,0.813302875496447,0,0,0.849611076759174,0,0,0,0,0.79528568056412,0.704943193122745,0,0,0,0,0,0,0
0,0,0,0.87586273951456,0,0,0,0,0,0,0.825851830421016,0.95543860970065,0,0,0,0.821279195835814,0,0.877997806295753,0,0,0,0,0.848115805769339,0.92871908354573,0.881544028408825,0,0,0,0.711990101262927,0
0,0,0,0,0.850862076040357,0,0,0,0,0.72483053128235,0.717799158068374,0.778584892163053,0,0,0,0,0,0,0.712001272942871,0,0,0,0,0.821274084504694,0,0,0.930388664361089,0,0,0
0,0,0.814632794819772,0,0.980078327003866,0.967750097392127,0,0,0,0,0,0,0,0,0.898646731162444,0.869180038105696,0,0.725898704258725,0,0,0,0,0,0,0.884627616032958,0,0.737047082977369,0,0.834802157478407,0.740143257658929
0,0.974481071811169,0,0,0.783136817160994,0,0,0.925577889895067,0,0.78691993188113,0,0.826248089317232,0,0,0.814184054732323,0,0,0,0,0,0.781208811094984,0.943582000443712,0,0,0,0,0.767845228780061,0,0,0
0.977502698078752,0,0,0,0,0.926503518363461,0,0,0,0,0,0.857923133531585,0,0.879059866303578,0,0,0,0,0,0,0,0.790441664634272,0.989927094895393,0,0,0,0.87637074990198,0.726906665600836,0.878846040461212,0
0,0.726648105308414,0,0,0,0.726168412715197,0,0,0,0,0,0,0,0.777960095088929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.898254090221599,0.910727002425119,0.810754159931093,0,0.950832641217858,0,0,0,0.934672984294593,0.917800694471225,0.985398941207677,0.723649826599285,0,0,0,0,0.884033211041242,0,0,0,0.967974100029096,0,0,0,0,0.929652744205669,0.863769074203447
0,0,0.729915018193424,0.774624449200928,0,0,0,0,0,0,0.940655379090458,0.844617412891239,0.906719418941066,0,0,0.926645907340571,0,0,0,0,0.723124666139483,0,0.969260590616614,0.989293245831504,0,0,0.935211439151317,0,0,0
0.817365611670539,0.86173898470588,0,0.941403539851308,0.919608684256673,0.860794513020664,0,0.944590895436704,0.79007701901719,0.931677471613511,0,0,0,0,0.701654184842482,0.819320858689025,0.841348093468696,0,0,0.991095695178956,0,0.794686829904094,0,0.869558099424466,0,0,0,0,0.908300030976534,0
